,ECLI,Datum,verdachte
83,ECLI:NL:RBROT:2010:BM8635,11-05-2010,"geboren op [ ]1963 te [ ] (Somalië), zonder vaste woon- of verblijfplaats in Nederland, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de [penitentiaire inrichting], inmiddels niet langer verblijvend in preventieve hechtenis, raadsman mr. W. Römelingh, advocaat te Den Haag. ONDERZOEK OP DE TERECHTZITTING Het onderzoek op de terechtzitting heeft plaatsgevonden op 27 april 2010."
84,ECLI:NL:RBGEL:2020:6333,24-11-2020,"geboren op [geboortedag] 1981 te [geboorteplaats] , ingeschreven in de BRP op het adres [adres] , thans gedetineerd te P.I. Achterhoek – Ooyerhoek. Raadsvrouw: mr. J.L. Vermeer, advocaat te Rhenen. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 10 november 2020."
85,ECLI:NL:RBROT:2019:2450,21-03-2019,", geboren op [geboortedatum verdachte] te [geboorteplaats verdachte] (Roemenië), ingeschreven in de basisregistratie personen op het adres: [adres verdachte] te [woonplaats verdachte] , preventief gedetineerd in de Penitentiaire Inrichting Rotterdam, locatie De Schie. Raadsman mr. P.S.A. Bovens, advocaat te Amsterdam."
86,ECLI:NL:RBROT:2019:2107,22-02-2019,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , zonder bekende feitelijke woon- of verblijfplaats, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de PI Dordrecht, raadsman mr. E. Janse, advocaat te Rotterdam."
87,ECLI:NL:RBAMS:2018:4900,25-05-2018,"geboren te [geboorteplaats] [geboorteland] op [geboortedatum] , zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het [detentieplaats] ."
88,ECLI:NL:RBNNE:2017:5211,12-04-2017,"geboren op [geboortedatum] te [geboorteplaats], wonende te [woonplaats], thans gedetineerd in PI Leeuwarden, Holstmeerweg 7 te Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 29 maart 2018. De verdachte is verschenen, bijgestaan door mr. B. Klunder, advocaat te Amsterdam. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. R.J. Wildeman."
89,ECLI:NL:RBMNE:2015:3329,01-05-2015,", geboren [1990] te [geboorteplaats], ingeschreven in de Basisregistratie personen op het adres [adres], [postcode] te [woonplaats]."
90,ECLI:NL:RBONE:2013:BY7582,02-01-2013,
91,ECLI:NL:RBAMS:2020:3108,24-06-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1977, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het Justitieel Complex [locatie] te [plaats] ."
92,ECLI:NL:RBNNE:2017:4210,03-11-2017,"geboren op [geboortedatum] 2000 te [geboorteplaats], wonende te [woonplaats], verblijvende te Intermetzo JJI Lelystad, te Lelystad. Dit vonnis is gewezen naar aanleiding van het onderzoek op de besloten terechtzitting van oktober 2017. Verdachte is verschenen, bijgestaan door mr. U. van Ophoven, advocaat te Leek. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. P. van der Spek."
93,ECLI:NL:RBUTR:2012:BX9063,27-08-2012,"geboren op [1987] te [geboorteplaats], thans verblijvende in P.I. Midden Holland, HvB Haarlem, te Haarlem, Raadsman: mr. C.A. Jonkers, advocaat te Utrecht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 13 augustus 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
94,ECLI:NL:RBMNE:2021:4484,15-09-2021,", geboren op [2000] te [geboorteplaats] , wonende te [postcode] [woonplaats] , [adres 1] , thans gedetineerd in [verblijfplaats] te [plaatsnaam 1] , hierna: verdachte."
95,ECLI:NL:RBNNE:2015:4879,13-10-2015,"geboren op [geboortedatum] te [geboorteplaats] , wonende te [woonplaats] . Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 29 september 2015. Verdachte is niet verschenen; wel is verschenen mr. P.R. Logemann, advocaat te Harlingen, die verklaard heeft uitdrukkelijk tot de verdediging te zijn gemachtigd. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. M.S. Kappeyne van de Coppello."
96,ECLI:NL:RBAMS:2020:1440,14-02-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedatum] 1983, ingeschreven in de Basisregistratie Personen op het adres [adres verdachte] , gedetineerd in de [detentieplaats] ."
97,ECLI:NL:RBAMS:2020:3176,09-06-2020,", geboren te [geboorteplaats] op [geboortedag] 1995, ingeschreven in de Basisregistratie Personen op het adres [adres 1] , [plaats 1] , gedetineerd in het Justitieel Complex [locatie] te [plaats 2] ."
98,ECLI:NL:RBAMS:2020:410,24-01-2020,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1987, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in [detentieplaats] ."
99,ECLI:NL:RBAMS:2016:9381,29-12-2016,"geboren te [geboorteplaats] op [geboortedatum] 1958, zonder vaste woon- of verblijfplaats in Nederland, postadres [adres 1] , [plaats] ."
100,ECLI:NL:RBNNE:2015:6318,04-12-2015,"geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedatum] , wonende te [woonplaats] , [woonadres] . Het onderzoek ter terechtzitting heeft plaatsgehad op 20 november 2015. Verdachte is niet verschenen. Als raadsman van de verdachte is ter terechtzitting aanwezig mr. R. Bosma, advocaat te Assen. Deze is door de verdachte uitdrukkelijk gemachtigd om namens haar de verdediging te voeren."
101,ECLI:NL:RBNNE:2015:2016,24-04-2015,"geboren [geboorteplaats], wonende te [woonplaats], thans [verblijfplaats]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 10 april 2015. De verdachte is verschenen, bijgestaan door mr. D.P. Hein, advocaat te Amsterdam. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. H. Supèr."
102,ECLI:NL:RBZLY:2011:BU5750,18-10-2011,
103,ECLI:NL:RBROT:2021:7593,28-06-2021,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres: [adres verdachte] , [postcode verdachte] te [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in: Penitentiaire Inrichting Rotterdam, locatie De Schie, raadsvrouw mr. M. Schmit, advocaat te Rotterdam."
104,ECLI:NL:RBAMS:2020:5126,21-10-2020,", geboren op [geboortedag] 1986 in [geboorteplaats] ( [geboorteland] ). ingeschreven in de Basisregistratie Personen op het adres [adres] , nu gedetineerd in Penitentiaire Inrichting [plaats] ."
105,ECLI:NL:RBAMS:2018:6199,09-08-2018,"geboren te [geboorteplaats] op [geboortedatum] , zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in [detentieplaats] ."
106,ECLI:NL:RBROT:2018:4506,22-02-2018,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de PI Rotterdam, locatie Hoogvliet, raadsman mr. F.A. de Leeuw, advocaat te Eindhoven."
107,ECLI:NL:RBLIM:2017:7944,11-08-2017,"geboren te [geboortegegevens verdachte] , gedetineerd in P.I. Zuid Oost, HvB Roermond te Roermond. Verdachte wordt bijgestaan door mr. E. van der Meer, advocaat kantoorhoudende te Groningen. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 28 juli 2017. Verdachte en zijn raadsman zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
108,ECLI:NL:RBNNE:2017:1062,24-03-2017,"geboren op [geboortedatum] 1988 te [geboorteplaats] ( [geboorteland] ), thans verblijvende in de PI Ter Apel. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 10 maart 2017. Verdachte is verschenen, bijgestaan door mr. K.B. Spoelstra, advocaat te Groningen. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. D. Roggen."
109,ECLI:NL:RBGEL:2013:1966,30-07-2013,"geboren te [geboortedatum], wonende te [adres], thans gedetineerd in het Huis van Bewaring in Zutphen. raadsman: mr. A.R. Maarsingh advocaat te Deventer. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 16 juli 2013."
110,ECLI:NL:RBMNE:2013:2542,18-06-2013,"geboren te[geboorteplaats] op [geboortedatum], thans gedetineerd te HvB Nieuwegein."
111,ECLI:NL:RBAMS:2020:4809,18-09-2020,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1969, ingeschreven in de Basisregistratie Personen op het adres: [adres 1] ."
112,ECLI:NL:RBGEL:2020:2987,17-06-2020,"geboren op [geboortedag] 1972 te [geboorteplaats 1] , wonende te [adres 1] , [woonplaats 1] , doch thans gedetineerd te P.I. Arnhem. Raadsvrouw: mr. M.J.R. Roethof, advocaat te Arnhem. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 3 juni 2020."
113,ECLI:NL:RBUTR:2012:BW7895,16-05-2012,"geboren op [1992] te [geboorteplaats] wonende te [woonplaats], [adres] raadsvrouwe mr. L.E. Toet, advocaat te Utrecht, bepaaldelijk gevolmachtigd. Onderzoek van de zaak Overeenkomstig artikel 369 van het wetboek van strafvordering heeft de politierechter de zaak naar deze kamer verwezen. De zaak is inhoudelijk behandeld op de terechtzitting van de Meervoudige Strafkamer van 4 mei 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
114,ECLI:NL:RBHAA:2011:BS1582,24-08-2011,"geboren op [geboortedatum] te Hoorn, ingeschreven te [adres], thans gedetineerd in het Penitentiair Psychiatrisch Centrum van de Penitentiaire Inrichting Amsterdam Over-Amstel."
115,ECLI:NL:RBOVE:2017:3198,11-08-2017,"geboren op [geboortedatum] 1993 in [geboorteplaats] , wonende in [woonplaats] , nu verblijvende in het Huis van Bewaring Arnhem Zuid te Arnhem."
116,ECLI:NL:RBNNE:2018:4129,30-08-2018,"geboren op [geboortedatum] 1972 te [geboorteplaats] , thans gedetineerd in de PI Leeuwarden te Leeuwarden. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzittingen van 28 mei en 16 augustus 2018. Verdachte is verschenen, bijgestaan door mr. J.S Özsaran, advocaat te Groningen. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. C.V. van Overbeeke."
117,ECLI:NL:RBROT:2017:5734,20-06-2017,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Krimpen aan den IJssel, raadsvrouw mr. D.S. Lösing, advocaat te Rotterdam."
118,ECLI:NL:RBNHO:2016:577,22-01-2016,"geboren op [geboortedatum] te Haarlemmermeer, ingeschreven in de basisregistratie personen op het adres [adres], thans gedetineerd in penitentiaire inrichting Zwaag, te Zwaag. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. M. Kubbinga en van hetgeen de raadsman van de verdachte, mr. J.W. Ebbink, advocaat te Haarlem, naar voren heeft gebracht."
119,ECLI:NL:RBLIM:2014:9209,22-10-2014,"geboren te [geboortedatum], wonende te [adres]. Raadsman is mr. M. Verkaart, advocaat te Breda. Het onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 8 oktober 2014. De rechtbank heeft op 8 oktober 2014 gehoord: de officier van justitie en de verdachte, bijgestaan door zijn raadsman."
120,ECLI:NL:RBLIM:2013:9158,26-11-2013,"geboren te [Geboorteplaats en datum], thans gedetineerd in het Huis van Bewaring te Roermond. Raadsman is mr. R.J.H. Corten, advocaat te Sittard. Onderzoek van de zaak Op 26 maart 2013 is de strafzaak met parketnummer 03/700036-13 behandeld door de meervoudige kamer van deze rechtbank. De rechtbank heeft het onderzoek in deze zaak geschorst tot de zitting van 27 augustus 2013. Op de enkelvoudige terechtzitting van 27 augustus 2013 zijn de nog openstaande strafzaken tegen verdachte met parketnummers 03/025244-12, 03/036195-12, 03/230013-11, 03/229393-11 en 03/257622-11 door de politierechter verwezen naar de meervoudige kamer, zodat deze strafzaken gelijktijdig konden worden behandeld met de zaak met parketnummer 03/700036-13. Alle bovenvermelde strafzaken zijn door de rechtbank vervolgens (inhoudelijk) behandeld op de terechtzittingen van 27 augustus 2013 en 12 november 2013, waarbij de officier van justitie, de verdachte en diens raadsman hun standpunten kenbaar hebben gemaakt."
121,ECLI:NL:RBUTR:2010:BM8880,29-03-2010,"geboren op [1978] te [geboorteplaats] wonende te [woonplaats], [woonadres] thans gedetineerd in Penitentiaire Inrichtingen Utrecht, vestiging Wolvenplein raadsman mr. M.W.G.J. IJsseldijk, advocaat te Arnhem Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 15 maart 2010, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Ter terechtzitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
122,ECLI:NL:RBUTR:2010:BM8895,29-03-2010,"geboren op [1952] te [geboorteplaats] zonder bekende woon- of verblijfplaats thans gedetineerd in Penitentiaire Inrichting Nieuwegein raadsman mr. B.P.J. van Riel, advocaat te Arnhem Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 15 maart 2010, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
123,ECLI:NL:RBUTR:2010:BM8902,29-03-2010,"geboren op [1977] te [geboorteplaats] wonende te [woonplaats], [woonadres] raadsman mr. J.G.M. Dassen, advocaat te Utrecht Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 15 maart 2010, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt."
124,ECLI:NL:RBROT:2021:2865,25-03-2021,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] ingeschreven in de basisregistratie personen op het adres: [adres verdachte] , [postcode verdachte]  , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in Detentiecentrum Rotterdam, raadsman mr. J.W. Dijke, advocaat te Rotterdam."
125,ECLI:NL:RBNHO:2021:267,07-01-2021,"geboren op [geboortedatum/plaats] zonder vaste woon- of verblijfplaats hier te lande, thans gedetineerd in het Justitieel Complex Schiphol. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. A.F. Hof en van hetgeen verdachte en zijn raadsman, mr. M.M.J. Nuijten, advocaat te Haarlem, naar voren hebben gebracht."
126,ECLI:NL:RBNNE:2020:4621,28-12-2020,"geboren op [geboortedatum] 1986 te [geboorteplaats], verblijvende in de [instelling] Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van december 2020. Verdachte is verschenen, bijgestaan door mr. W.G. ten Have, advocaat te Winschoten. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. H.J. Veen."
127,ECLI:NL:RBAMS:2020:3989,13-08-2020,"geboren te [geboorteplaats] ( [land van herkomst] ) op [geboortedag] 2001, wonende op het adres [adres] , gedetineerd in de Penitentiaire Inrichting [naam PI] ."
128,ECLI:NL:RBROT:2017:6178,10-08-2017,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de PI Rotterdam, locatie Hoogvliet, raadsvrouw mr. L.A. Sjadijeva, advocaat te Rotterdam."
129,ECLI:NL:RBUTR:2012:BX1356,15-06-2012,"geboren op [1961] te [geboorteplaats], zonder vaste woon- of verblijfplaats, thans gedetineerd in de Penitentiaire Inrichting voor Vrouwen Nieuwersluis, raadsvrouw mr. E.C. van Gijselaar, advocaat te Haarlem. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 1 juni 2012. Verdachte is, hoewel behoorlijk opgeroepen, niet verschenen. Wel is verschenen haar gemachtigde raadsvrouw. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt. Ter terechtzitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
130,ECLI:NL:RBOVE:2017:3197,11-08-2017,"geboren op [geboortedatum] 1984 in [geboorteplaats] , wonende in [woonplaats] , nu verblijvende in de PPC te Zwolle."
131,ECLI:NL:RBROT:2021:1604,16-02-2021,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] , [postcode verdachte] [woonplaats verdachte] , raadsman mr. M.A. Oosterveen, advocaat te Rotterdam."
132,ECLI:NL:RBAMS:2018:10128,19-10-2018,", geboren in [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1986, ingeschreven in de Basisregistratie Personen op het adres [adres 1] , [plaats 1] in [land], en verblijvend op het adres [adres 2] , [plaats 2] ."
133,ECLI:NL:RBLIM:2017:10120,19-10-2017,"geboren te [geboortegegevens] , wonende te Venlo, thans gedetineerd in Penitentiaire Inrichting Zuid Oost - Huis van Bewaring Ter Peel Evertsoord te Evertsoord. De verdachte wordt bijgestaan door mr. A.C.J. Lina, advocaat, kantoorhoudende te Venlo. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 5 oktober 2017. De verdachte en haar raadsman zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
134,ECLI:NL:RBSHE:2012:BW4982,04-05-2012,"geboren te [geboorteplaats] op [1980], wonende te [woonplaats], [adres], thans gedetineerd te: P.I. HvB Grave (Unit A + B). Dit vonnis is op tegenspraak gewezen naar aanleiding van het onderzoek ter terechtzitting van 20 april 2012. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie en van hetgeen van de zijde van verdachte/veroordeelde naar voren is gebracht."
135,ECLI:NL:RBZUT:2012:BW6461,23-05-2012,
136,ECLI:NL:RBMNE:2018:6884,11-10-2018,", geboren op [1979] te [geboorteplaats] (Italië), wonende te [adres] , [woonplaats] (België)."
137,ECLI:NL:RBROT:2019:4746,29-05-2019,", geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres: [adres verdachte] , [woonplaats verdachte] , raadsman mr. J.P.R. Broers, advocaat te Rotterdam."
138,ECLI:NL:RBROT:2017:6933,29-08-2017,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] , ingeschreven in de basisregistratie personen op het adres [adres verdachte] , [woonplaats verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de PI Zuid West - De Dordtse Poorten, locatie Dordrecht. raadsman mr. R.P.G. van der Weide, advocaat te Amsterdam."
